link|autor
https://rebep.org.br/revista/article/view/459|Manolo Garcia Florentino
https://rebep.org.br/revista/article/view/459|José Roberto Góes
https://rebep.org.br/revista/article/view/460|Alain Bideau
https://rebep.org.br/revista/article/view/460|Sergio Odilon Nadalin
https://rebep.org.br/revista/article/view/461|Sergio Odilon Nadalin
https://rebep.org.br/revista/article/view/462|Marco Aurélio Monteiro Pereira
https://rebep.org.br/revista/article/view/463|Roberto Luiz do Carmo
https://rebep.org.br/revista/article/view/463|Daniel Joseph Hogan
https://rebep.org.br/revista/article/view/464|Elza Berquó
https://rebep.org.br/revista/article/view/465|Laura L. Rodríguez Wong
https://rebep.org.br/revista/article/view/466|Jorge Pozzobon
https://rebep.org.br/revista/article/view/467|Elisabete Dória Bilac
https://rebep.org.br/revista/article/view/468|Vania Salles
https://rebep.org.br/revista/article/view/469|Iracema Brandão Guimarães
https://rebep.org.br/revista/article/view/470|Vera da Silva Telles
https://rebep.org.br/revista/article/view/471|Nadya Araujo Castro
https://rebep.org.br/revista/article/view/472|Marta Maria Azevedo
https://rebep.org.br/revista/article/view/473|Eugenia Troncoso Leone
https://rebep.org.br/revista/article/view/474|Paulo de Martino Jannuzzi
https://rebep.org.br/revista/article/view/475|Maria Teresa A. Olinto
https://rebep.org.br/revista/article/view/476|Ana Cristina Braga Marte
https://rebep.org.br/revista/article/view/477|Marcio Ferreira da Silva
https://rebep.org.br/revista/article/view/478|Charles H. Wood
https://rebep.org.br/revista/article/view/478|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/479|Elza Berquó
https://rebep.org.br/revista/article/view/480|Neide Patarra
https://rebep.org.br/revista/article/view/481|George Martine
https://rebep.org.br/revista/article/view/482|Maria Luiza Andreazza
https://rebep.org.br/revista/article/view/482|Sérgio Odilon Nadalin
https://rebep.org.br/revista/article/view/483|Maria Coleta de Oliveira
https://rebep.org.br/revista/article/view/483|Elizabete D. Bilac
https://rebep.org.br/revista/article/view/483|Malvina Muszkat
https://rebep.org.br/revista/article/view/484|Haroldo Torres
https://rebep.org.br/revista/article/view/484|John Sydenstricker-Neto
https://rebep.org.br/revista/article/view/485|Bela Feldman-Bianco
https://rebep.org.br/revista/article/view/486|Teresa Sales
https://rebep.org.br/revista/article/view/487|Elza Berquó
https://rebep.org.br/revista/article/view/488|Sonia Correa
https://rebep.org.br/revista/article/view/489|Maria Luiza Heilborn
https://rebep.org.br/revista/article/view/490|Ignez Helena Oliva Perpétuo
https://rebep.org.br/revista/article/view/490|Simone Wajnman
https://rebep.org.br/revista/article/view/491|Rebeca de Souza e Silva
https://rebep.org.br/revista/article/view/492|Suzanne Serruya
https://rebep.org.br/revista/article/view/493|Neuza Maria de Oliveira
https://rebep.org.br/revista/article/view/494|Magda de Almeida Neves
https://rebep.org.br/revista/article/view/495|Sonia Rocha
https://rebep.org.br/revista/article/view/496|Suzana Marta Cavenaghi
https://rebep.org.br/revista/article/view/496|Ana Maria Goldani
https://rebep.org.br/revista/article/view/497|Alicia Marta Bercovich
https://rebep.org.br/revista/article/view/498|Rodolpho Telarolli Junior
https://rebep.org.br/revista/article/view/499|Mariza Corrêa  e equipe
https://rebep.org.br/revista/article/view/500|José Marcos Pinto da Cunha
https://rebep.org.br/revista/article/view/501|Eva Blay
https://rebep.org.br/revista/article/view/502|Martim O. Smolka
https://rebep.org.br/revista/article/view/503|Milena Piracchini Duchlade
https://rebep.org.br/revista/article/view/503|Kaizô Iwakami Beltrão
https://rebep.org.br/revista/article/view/504|Nadya Araujo Castro
https://rebep.org.br/revista/article/view/504|Vanda Sampaio de Sá Barreto
https://rebep.org.br/revista/article/view/505|Elza Berquó
https://rebep.org.br/revista/article/view/505|Maria Coleta F. A. de Oliveira
https://rebep.org.br/revista/article/view/506|Margaret E. Greene
https://rebep.org.br/revista/article/view/506|Vijayendra Rao
https://rebep.org.br/revista/article/view/507|Maria Coleta F. A. de Oliveira
https://rebep.org.br/revista/article/view/508|Donald Sawyer
https://rebep.org.br/revista/article/view/509|Luiz Armando de Medeiros Frias
https://rebep.org.br/revista/article/view/509|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/510|Rosa Ester Rossini
https://rebep.org.br/revista/article/view/511|Martim O. Smolka
https://rebep.org.br/revista/article/view/512|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/512|Cláudio Caetano Machado
https://rebep.org.br/revista/article/view/513|Bela Feldman-Bianco
https://rebep.org.br/revista/article/view/514|Teresa Sales
https://rebep.org.br/revista/article/view/515|Franklin Goza
https://rebep.org.br/revista/article/view/516|Claudio Salm
https://rebep.org.br/revista/article/view/517|Carlos Eugenio de Carvalho Ferreira
https://rebep.org.br/revista/article/view/518|Haroldo da Gama Torres
https://rebep.org.br/revista/article/view/519|Márcia Milena Piraccini Duchiade
https://rebep.org.br/revista/article/view/520|Maria Stella Ferreira Levy
https://rebep.org.br/revista/article/view/521|Teresa Sales
https://rebep.org.br/revista/article/view/522|John M. Sydenstricker
https://rebep.org.br/revista/article/view/522|Haroldo G. Torres
https://rebep.org.br/revista/article/view/523|Elza Berquó
https://rebep.org.br/revista/article/view/524|Daniel Joseph Hogan
https://rebep.org.br/revista/article/view/525|Luiz Armando de Medeiros Frias
https://rebep.org.br/revista/article/view/525|Juarez de Castro Oliveira
https://rebep.org.br/revista/article/view/526|Paulo Roberto Curi
https://rebep.org.br/revista/article/view/527|George Martine
https://rebep.org.br/revista/article/view/528|Maria Cristina Bruschini
https://rebep.org.br/revista/article/view/529|Ellen E. Hardy
https://rebep.org.br/revista/article/view/529|Juan Díaz
https://rebep.org.br/revista/article/view/529|Teresinha M. Moraes
https://rebep.org.br/revista/article/view/530|Lúcia Mayumi Yazaki
https://rebep.org.br/revista/article/view/531|Sonia Regina Perillo
https://rebep.org.br/revista/article/view/532|Leila da Costa Ferreira
https://rebep.org.br/revista/article/view/533|Lúcia Mayumi Yazaki
https://rebep.org.br/revista/article/view/534|Leticia B. Costa
https://rebep.org.br/revista/article/view/535|Jorge Jatobá
https://rebep.org.br/revista/article/view/536|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/537|Isaac Kerstenetzky
https://rebep.org.br/revista/article/view/538|André Cézar Médici
https://rebep.org.br/revista/article/view/539|Ana Amélia Camarano
https://rebep.org.br/revista/article/view/540|Alfonso Rodrigues Árias
https://rebep.org.br/revista/article/view/540|Sônia Helena Taveira de Camargo Cordeiro
https://rebep.org.br/revista/article/view/541|Carmen Arretx
https://rebep.org.br/revista/article/view/541|Jorge L. Somoza
https://rebep.org.br/revista/article/view/542|Morvan de Mello Moreira
https://rebep.org.br/revista/article/view/543|Ana Maria Lugão Rios
https://rebep.org.br/revista/article/view/544|Rebeca de Souza e Silva
https://rebep.org.br/revista/article/view/545|Suzana Pasternak Taschner
https://rebep.org.br/revista/article/view/546|Klaas Woortmann
https://rebep.org.br/revista/article/view/547|Luis Patrício Ortiz
https://rebep.org.br/revista/article/view/548|Mario F. G. Monteiro
https://rebep.org.br/revista/article/view/549|Elza Berquó
https://rebep.org.br/revista/article/view/550|Alexandre Kalache
https://rebep.org.br/revista/article/view/551|Elisabete Dória Bilac
https://rebep.org.br/revista/article/view/552|Ceci Vilar Noronha
https://rebep.org.br/revista/article/view/552|Greice Maria de Souza Menezes
https://rebep.org.br/revista/article/view/552|Sebastião Loureiro
https://rebep.org.br/revista/article/view/552|Maria Ines Costa Dourado
https://rebep.org.br/revista/article/view/553|Cecília Rabell
https://rebep.org.br/revista/article/view/554|Elza Berquó
https://rebep.org.br/revista/article/view/555|Herbert S. Klein
https://rebep.org.br/revista/article/view/556|Diana Oya Sawyer
https://rebep.org.br/revista/article/view/556|Francisco Martin Castilla
https://rebep.org.br/revista/article/view/557|Kaizô Iwakami Beltrão
https://rebep.org.br/revista/article/view/557|Hélio dos Santos Migon
https://rebep.org.br/revista/article/view/558|Rosana Catelli
https://rebep.org.br/revista/article/view/559|Iraci del Nero da Costa
https://rebep.org.br/revista/article/view/560|Rolando Lazarte
https://rebep.org.br/revista/article/view/561|Anita Kon
https://rebep.org.br/revista/article/view/562|Cristina Bruschini
https://rebep.org.br/revista/article/view/563|Maria Coleta F. A. Oliveira
https://rebep.org.br/revista/article/view/564|Carmen Barroso
https://rebep.org.br/revista/article/view/567|Alicia M. Bercovich
https://rebep.org.br/revista/article/view/568|Paulo Paiva
https://rebep.org.br/revista/article/view/569|Hélio Moura
https://rebep.org.br/revista/article/view/570|Eni de Mesquita Samara
https://rebep.org.br/revista/article/view/570|Maria Silvia C. Beozzo Bassanezi
https://rebep.org.br/revista/article/view/570|Nelson Hideiki Nozoe
https://rebep.org.br/revista/article/view/571|Luiz Antonio de Castro Santos
https://rebep.org.br/revista/article/view/572|Cláudio Caetano Machado
https://rebep.org.br/revista/article/view/572|Raph Hakkert
https://rebep.org.br/revista/article/view/573|Maria Isabel Baltar da Rocha
https://rebep.org.br/revista/article/view/574|Neide L. Patarra
https://rebep.org.br/revista/article/view/574|Rosana Baeninger
https://rebep.org.br/revista/article/view/575|Sérgio Odilon Nadalin
https://rebep.org.br/revista/article/view/576|Altiva Pilatti Balhana
https://rebep.org.br/revista/article/view/577|Mary Garcia Castro
https://rebep.org.br/revista/article/view/578|Denise Maldi Meireles
https://rebep.org.br/revista/article/view/579|Ellen F. Woortmann
https://rebep.org.br/revista/article/view/580|George Martine
https://rebep.org.br/revista/article/view/580|Alfonso R. Arias
https://rebep.org.br/revista/article/view/581|José Flávio Motta
https://rebep.org.br/revista/article/view/582|Tania Dauster
https://rebep.org.br/revista/article/view/583|Carlos Eugenio de C. Ferreira
https://rebep.org.br/revista/article/view/584|Laura Rodriguez Wong
https://rebep.org.br/revista/article/view/585|Cheywa Rojza Spindel
https://rebep.org.br/revista/article/view/586|George Martine
https://rebep.org.br/revista/article/view/586|Alfonso R. Arias
https://rebep.org.br/revista/article/view/587|José Marcos Pinto da Cunha
https://rebep.org.br/revista/article/view/588|Letícia B. Costa
https://rebep.org.br/revista/article/view/589|Ivonete Batista Xavier
https://rebep.org.br/revista/article/view/590|Cesar G. Victora
https://rebep.org.br/revista/article/view/590|J. Patrick Vaughan
https://rebep.org.br/revista/article/view/591|Paulo Paiva
https://rebep.org.br/revista/article/view/592|Neide Patarra
https://rebep.org.br/revista/article/view/593|Elza Berquó
https://rebep.org.br/revista/article/view/594|Axel Mundigo
https://rebep.org.br/revista/article/view/595|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/596|Eramis Bueno
https://rebep.org.br/revista/article/view/597|Raul Benitez Zenteno
https://rebep.org.br/revista/article/view/598|ABEP _abep
https://rebep.org.br/revista/article/view/599|Ansley J. Coale
https://rebep.org.br/revista/article/view/600|Mercedes Concepción
https://rebep.org.br/revista/article/view/601|Axel Mundigo
https://rebep.org.br/revista/article/view/602|Carmen A. Miró
https://rebep.org.br/revista/article/view/603|Elza Berquó
https://rebep.org.br/revista/article/view/604|Carlos Eugenio de C. Ferreira
https://rebep.org.br/revista/article/view/604|Luis Patricio Ortiz Flores
https://rebep.org.br/revista/article/view/605|Alain Bideau
https://rebep.org.br/revista/article/view/606|Ana Amélia Camarano
https://rebep.org.br/revista/article/view/607|Ralph Hakkert
https://rebep.org.br/revista/article/view/608|Rogelio E. Fernandez
https://rebep.org.br/revista/article/view/608|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/609|Susana Pasternak Taschner
https://rebep.org.br/revista/article/view/609|Lucia Maria Machado Bogus
https://rebep.org.br/revista/article/view/610|George Martine
https://rebep.org.br/revista/article/view/610|Vilmar Evangelista Faria
https://rebep.org.br/revista/article/view/611|Guaraci Adeodato Alves de Souza
https://rebep.org.br/revista/article/view/612|Maria Coleta F. A. de Oliveira
https://rebep.org.br/revista/article/view/612|Felícia R Madeira
https://rebep.org.br/revista/article/view/613|Paulo de Tarso A. Paiva
https://rebep.org.br/revista/article/view/614|Ivete Ribeiro
https://rebep.org.br/revista/article/view/615|R. Parry Scott
https://rebep.org.br/revista/article/view/616|Ana Maria Canesqui
https://rebep.org.br/revista/article/view/617|Elza Berquó
https://rebep.org.br/revista/article/view/617|Alicia M. Bercovich
https://rebep.org.br/revista/article/view/618|Geraldo Muller
https://rebep.org.br/revista/article/view/619|Letícia B. Costa
https://rebep.org.br/revista/article/view/620|Sonia Maria Giacomini
https://rebep.org.br/revista/article/view/621|Zulmara Clara Sauner Posse
https://rebep.org.br/revista/article/view/622|Altiva Pilatti Balhana
https://rebep.org.br/revista/article/view/623|Violeta Refkalefsky Loureiro
https://rebep.org.br/revista/article/view/624|Daniel Hogan
https://rebep.org.br/revista/article/view/625|Jane Souto de Oliveira
https://rebep.org.br/revista/article/view/626|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/627|Laura L. Rodriguez Wong
https://rebep.org.br/revista/article/view/628|Maria Coleta F. A. de Oliveira
https://rebep.org.br/revista/article/view/629|Rubens Murillo Marques
https://rebep.org.br/revista/article/view/630|Paulo Paiva
https://rebep.org.br/revista/article/view/630|José Alberto Magno de Carvalho
https://rebep.org.br/revista/article/view/631|Ivany Câmara Neiva
https://rebep.org.br/revista/article/view/632|Fundação Seade
https://rebep.org.br/revista/article/view/638|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/639|Cristiano Machado Costa
https://rebep.org.br/revista/article/view/639|José Guilherme Cardoso Correa
https://rebep.org.br/revista/article/view/640|Elzira Lúcia de Oliveira
https://rebep.org.br/revista/article/view/640|Eduardo Gonçalves Rios-Neto
https://rebep.org.br/revista/article/view/640|Ana Maria Hermeto Camilo de Oliveira
https://rebep.org.br/revista/article/view/642|Maira Covre-Sussai
https://rebep.org.br/revista/article/view/643|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/643|André Braz Golgher
https://rebep.org.br/revista/article/view/644|Ana Paula A. Verona
https://rebep.org.br/revista/article/view/644|Mark Regnerus
https://rebep.org.br/revista/article/view/645|Norberto Lanza
https://rebep.org.br/revista/article/view/645|Claudia Valeggia
https://rebep.org.br/revista/article/view/646|Fábio Augusto Scarpim
https://rebep.org.br/revista/article/view/647|Sênia Bastos
https://rebep.org.br/revista/article/view/647|Maria do Rosário Rolfsen Salles
https://rebep.org.br/revista/article/view/648|Roberto Luiz do Carmo
https://rebep.org.br/revista/article/view/648|Ricardo de Sampaio Dagnino
https://rebep.org.br/revista/article/view/648|Igor Cavallini Johansen
https://rebep.org.br/revista/article/view/649|Julia Corrêa Côrtes
https://rebep.org.br/revista/article/view/649|Álvaro de Oliveira D’Antona
https://rebep.org.br/revista/article/view/650|Mirela Castro Santos Camargos
https://rebep.org.br/revista/article/view/651|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/652|George Martine
https://rebep.org.br/revista/article/view/653|Tiago Carlos Lima do Nascimento
https://rebep.org.br/revista/article/view/653|Ricardo Ojima
https://rebep.org.br/revista/article/view/654|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/666|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/667|Luana Junqueira Dias Myrrha
https://rebep.org.br/revista/article/view/667|Pamila Cristina Lima Siviero
https://rebep.org.br/revista/article/view/667|Simone Wajnman
https://rebep.org.br/revista/article/view/667|Cássio M. Turra
https://rebep.org.br/revista/article/view/668|Raquel Rangel de Meireles Guimarães
https://rebep.org.br/revista/article/view/670|Carl P. Schmertmann
https://rebep.org.br/revista/article/view/671|André Junqueira Caetano
https://rebep.org.br/revista/article/view/672|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/672|Paula Miranda-Ribeiro
https://rebep.org.br/revista/article/view/673|Gabrielle A, Palermo
https://rebep.org.br/revista/article/view/673|Denise Britz do Nascimento Silva
https://rebep.org.br/revista/article/view/673|Maria Salet Ferreira Novellino
https://rebep.org.br/revista/article/view/677|Luciana Castaneda
https://rebep.org.br/revista/article/view/677|Shamyr Sulyvan de Castro
https://rebep.org.br/revista/article/view/677|Ligia Bahia
https://rebep.org.br/revista/article/view/678|Pablo Sebastián Gómez
https://rebep.org.br/revista/article/view/678|Eduardo Bologna
https://rebep.org.br/revista/article/view/679|Vinicius Gaspar Garcia
https://rebep.org.br/revista/article/view/679|Alexandre Gori Maia
https://rebep.org.br/revista/article/view/680|Ricardo Antunes Dantas de Oliveira
https://rebep.org.br/revista/article/view/681|Elza S. Berquó
https://rebep.org.br/revista/article/view/681|Suzana M. Cavenaghi
https://rebep.org.br/revista/article/view/682|César Marques
https://rebep.org.br/revista/article/view/683|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/683|Miguel Antônio Pinho Bruno
https://rebep.org.br/revista/article/view/691|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/692|Nilton Cezar Pereira Pinto
https://rebep.org.br/revista/article/view/693|Elaine Meire Vilela
https://rebep.org.br/revista/article/view/693|Daniela Portella Sampaio
https://rebep.org.br/revista/article/view/694|Gabriel Escanés
https://rebep.org.br/revista/article/view/695|María José Vilalta
https://rebep.org.br/revista/article/view/696|Rafael Henrique Moraes Pereira
https://rebep.org.br/revista/article/view/696|Carlos Henrique Ribeiro de Carvalho
https://rebep.org.br/revista/article/view/696|Pedro Herculano G. Ferreira de Souza
https://rebep.org.br/revista/article/view/696|Ana Amelia Camarano
https://rebep.org.br/revista/article/view/697|Fernanda Fortes de Lena
https://rebep.org.br/revista/article/view/697|Ana Maria Hermeto Camilo de Oliveira
https://rebep.org.br/revista/article/view/698|Reinaldo Onofre dos Santos
https://rebep.org.br/revista/article/view/698|Alisson Flávio Barbieri
https://rebep.org.br/revista/article/view/699|Pedro Herculano Guimarães Ferreira de Souza
https://rebep.org.br/revista/article/view/700|Susana Villas-Boas
https://rebep.org.br/revista/article/view/700|Albertina L. Oliveira
https://rebep.org.br/revista/article/view/700|Natália Ramos
https://rebep.org.br/revista/article/view/700|Inmaculada Montero
https://rebep.org.br/revista/article/view/701|Ricardo Ojima
https://rebep.org.br/revista/article/view/711|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/712|Carlos Lobo
https://rebep.org.br/revista/article/view/712|Ralfo Matos
https://rebep.org.br/revista/article/view/712|Leandro Cardoso
https://rebep.org.br/revista/article/view/712|Lídia Comini
https://rebep.org.br/revista/article/view/712|Guilherme Pinto
https://rebep.org.br/revista/article/view/713|Rodrigo Coelho de Carvalho
https://rebep.org.br/revista/article/view/713|José Irineu Rangel Rigotti
https://rebep.org.br/revista/article/view/714|Ana Carolina Soares Bertho
https://rebep.org.br/revista/article/view/714|Tirza Aidar
https://rebep.org.br/revista/article/view/715|Laura Débora Acosta
https://rebep.org.br/revista/article/view/715|Enrique Peláez
https://rebep.org.br/revista/article/view/716|Antonio Otaviano Vieira Junior
https://rebep.org.br/revista/article/view/716|Roberta Sauaia Martins
https://rebep.org.br/revista/article/view/717|Lucilena Ferraz Castanheira Corrêa
https://rebep.org.br/revista/article/view/717|João Policarpo Rodrigues Lima
https://rebep.org.br/revista/article/view/717|Luís Henrique Romani de Campos
https://rebep.org.br/revista/article/view/718|Mateus de Carvalho Reis Neves
https://rebep.org.br/revista/article/view/718|Marcos Falcão Gonçalves
https://rebep.org.br/revista/article/view/718|João Eustáquio de Lima
https://rebep.org.br/revista/article/view/719|Leonardo Freire de Mello
https://rebep.org.br/revista/article/view/719|Douglas Sathler
https://rebep.org.br/revista/article/view/720|Clovis Ultramari
https://rebep.org.br/revista/article/view/720|Manoela Massuchetto Jazar
https://rebep.org.br/revista/article/view/721|Tania Di Giacomo do Lago
https://rebep.org.br/revista/article/view/722|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/722|Juliana Vasconcelos de Souza Barros
https://rebep.org.br/revista/article/view/722|Angelita Alves de Carvalho
https://rebep.org.br/revista/article/view/723|César Marques
https://rebep.org.br/revista/article/view/723|Ana Carolina Soares Bertho
https://rebep.org.br/revista/article/view/734|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/735|Douglas Sathler
https://rebep.org.br/revista/article/view/735|César Marques
https://rebep.org.br/revista/article/view/736|George Martine
https://rebep.org.br/revista/article/view/736|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/738|Alisson F. Barbieri
https://rebep.org.br/revista/article/view/738|Gilvan R. Guedes
https://rebep.org.br/revista/article/view/738|Kenya Noronha
https://rebep.org.br/revista/article/view/738|Bernardo L. Queiroz
https://rebep.org.br/revista/article/view/738|Edson P. Domingues
https://rebep.org.br/revista/article/view/738|José Irineu R. Rigotti
https://rebep.org.br/revista/article/view/738|Glaucia P. da Motta
https://rebep.org.br/revista/article/view/738|Flavia Chein
https://rebep.org.br/revista/article/view/738|Francisco Cortezzi
https://rebep.org.br/revista/article/view/738|Ulisses E. Confalonieri
https://rebep.org.br/revista/article/view/738|Kenia de Souza
https://rebep.org.br/revista/article/view/739|Cristina Guimarães Rodrigues
https://rebep.org.br/revista/article/view/739|Evangelina da Motta Pacheco Araújo Vormittag
https://rebep.org.br/revista/article/view/739|Julia Affonso Cavalcante
https://rebep.org.br/revista/article/view/739|Paulo Hilário Nascimento Saldiva
https://rebep.org.br/revista/article/view/740|Glauco Umbelino
https://rebep.org.br/revista/article/view/740|Clodoveu Davis Jr.
https://rebep.org.br/revista/article/view/743|Luciana de Resende Londe
https://rebep.org.br/revista/article/view/743|Victor Marchezini
https://rebep.org.br/revista/article/view/743|Rodrigo Silva da Conceição
https://rebep.org.br/revista/article/view/743|Katia Cristina Bortoletto
https://rebep.org.br/revista/article/view/743|Ana Elisa Pereira Silva
https://rebep.org.br/revista/article/view/743|Elisa Volker dos Santos
https://rebep.org.br/revista/article/view/743|Regina Tortorella Reani
https://rebep.org.br/revista/article/view/744|Álvaro de Oliveira D’Antona
https://rebep.org.br/revista/article/view/744|Ricardo de Sampaio Dagnino
https://rebep.org.br/revista/article/view/744|Maria do Carmo Dias Bueno
https://rebep.org.br/revista/article/view/745|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/746|Landy Sánchez Peña
https://rebep.org.br/revista/article/view/747|Susana B. Adamo
https://rebep.org.br/revista/article/view/748|Douglas Sathler
https://rebep.org.br/revista/article/view/748|Susana B. Adamo
https://rebep.org.br/revista/article/view/748|Everton E. C. Lima
https://rebep.org.br/revista/article/view/749|George Martine
https://rebep.org.br/revista/article/view/750|Ricardo Ojima
https://rebep.org.br/revista/article/view/756|Leonardo Gomes de Sousa
https://rebep.org.br/revista/article/view/756|Dimitri Fazito
https://rebep.org.br/revista/article/view/764|Luciano Tavares Duarte
https://rebep.org.br/revista/article/view/764|Denise Britz do Nascimento Silva
https://rebep.org.br/revista/article/view/764|Jose Andre de Moura Brito
https://rebep.org.br/revista/article/view/770|Cristiano Sathler dos Reis
https://rebep.org.br/revista/article/view/770|Kenya Noronha
https://rebep.org.br/revista/article/view/770|Simone Wajnman
https://rebep.org.br/revista/article/view/779|Marcos Roberto Gonzaga
https://rebep.org.br/revista/article/view/779|Carl Paul Schmertmann
https://rebep.org.br/revista/article/view/794|Sergio Almeida
https://rebep.org.br/revista/article/view/794|Paula Pereda
https://rebep.org.br/revista/article/view/794|Rafael Ferreira
https://rebep.org.br/revista/article/view/809|Suzana Cavenaghi
https://rebep.org.br/revista/article/view/810|Francismara Fernandes Guerra
https://rebep.org.br/revista/article/view/810|Simone Wajnman
https://rebep.org.br/revista/article/view/810|Cássio M. Turra
https://rebep.org.br/revista/article/view/811|Thiago Dumont Oliveira
https://rebep.org.br/revista/article/view/811|André Braz Golgher
https://rebep.org.br/revista/article/view/811|Pedro Mendes Loureiro
https://rebep.org.br/revista/article/view/812|Maira Covre-Sussai
https://rebep.org.br/revista/article/view/813|Cristiane Silva Corrêa
https://rebep.org.br/revista/article/view/813|Bernardo Lanza Queiroz
https://rebep.org.br/revista/article/view/813|Dimitri Fazito
https://rebep.org.br/revista/article/view/814|José Marcos Pinto da Cunha
https://rebep.org.br/revista/article/view/815|Gisele Maria Ribeiro de Almeida
https://rebep.org.br/revista/article/view/815|Rosana Baeninger
https://rebep.org.br/revista/article/view/816|Mariana Vieira Martins de Matos
https://rebep.org.br/revista/article/view/816|Pedro Luis do Nascimento Silva
https://rebep.org.br/revista/article/view/817|Jean Agustin Velásquez Piñas
https://rebep.org.br/revista/article/view/817|Osvaldo Jose Venturini
https://rebep.org.br/revista/article/view/817|Electo Eduardo Silva Lora
https://rebep.org.br/revista/article/view/817|Michele Aparecida de Oliveira
https://rebep.org.br/revista/article/view/817|Orly Denisse Calle Roalcaba
https://rebep.org.br/revista/article/view/818|Suzana M. Cavenaghi
https://rebep.org.br/revista/article/view/818|José Eustáquio Diniz Alves
https://rebep.org.br/revista/article/view/820|Raquel Zanatta Coutinho
https://rebep.org.br/revista/article/view/822|Wanda Cabella
https://rebep.org.br/revista/article/view/822|Ignacio Pardo
https://rebep.org.br/revista/article/view/826|Luana Passos De Souza
https://rebep.org.br/revista/article/view/826|Fábio Domingues Waltenberg
https://rebep.org.br/revista/article/view/837|João Carlos Jarochinski Silva
https://rebep.org.br/revista/article/view/837|Lucia Maria Machado Bógus
https://rebep.org.br/revista/article/view/837|Stéfanie Angélica Gimenez Jarochinski Silva
https://rebep.org.br/revista/article/view/847|Angela Segura Cardona
https://rebep.org.br/revista/article/view/847|Maria Garzón Duque
https://rebep.org.br/revista/article/view/847|Doris Cardona Arango
https://rebep.org.br/revista/article/view/847|Alejandra Segura Cardona
https://rebep.org.br/revista/article/view/870|Laís Gonzales de Oliveira
https://rebep.org.br/revista/article/view/873|Sidney Antonio da Silva
https://rebep.org.br/revista/article/view/886|Cedric Audebert
https://rebep.org.br/revista/article/view/887|Rosana Baeninger
https://rebep.org.br/revista/article/view/887|Roberta Peres
https://rebep.org.br/revista/article/view/889|Rosana Baeninger
https://rebep.org.br/revista/article/view/890|Lara de Melo Barbosa
https://rebep.org.br/revista/article/view/890|Kenya Noronha
https://rebep.org.br/revista/article/view/890|Maria Helena Constantino Spyrides
https://rebep.org.br/revista/article/view/890|Cristiane Alessandra Domingos de Araújo
https://rebep.org.br/revista/article/view/897|Maria Carolina Tomas
https://rebep.org.br/revista/article/view/910|Ansu Mancal
https://rebep.org.br/revista/article/view/910|Patrícia Verônica Pinheiro Sales Lima
https://rebep.org.br/revista/article/view/910|Ahmad Saeed Khan
https://rebep.org.br/revista/article/view/910|Maria Irles de Oliveira Mayorga
https://rebep.org.br/revista/article/view/917|Daniela Florêncio Silva
https://rebep.org.br/revista/article/view/927|Mário Moreira Carvalho de Oliveira
https://rebep.org.br/revista/article/view/927|Milton Ramos Ramirez
https://rebep.org.br/revista/article/view/927|Ricardo Milton Frischtak
https://rebep.org.br/revista/article/view/927|Rafael Brandão de Rezende Borges
https://rebep.org.br/revista/article/view/927|Bruno Costa
https://rebep.org.br/revista/article/view/927|Ricardo Cunha Pedroso
https://rebep.org.br/revista/article/view/928|Jorge Mora-Rivera
https://rebep.org.br/revista/article/view/928|Marlen Martínez Domínguez
https://rebep.org.br/revista/article/view/928|José Luis Jaramillo Villanueva
https://rebep.org.br/revista/article/view/928|María de los Ángeles Chávez Alvarado
https://rebep.org.br/revista/article/view/935|Marcelo Gomes Ribeiro
https://rebep.org.br/revista/article/view/936|Walcir Soares da Silva Junior
https://rebep.org.br/revista/article/view/936|Flávio de Oliveira Gonçalves
https://rebep.org.br/revista/article/view/937|Alessandra Traldi Simoni
https://rebep.org.br/revista/article/view/937|Ricardo de Sampaio Dagnino
https://rebep.org.br/revista/article/view/938|Marcio Silva
https://rebep.org.br/revista/article/view/939|Nilza de Oliveira Martins Pereira
https://rebep.org.br/revista/article/view/944|Rosângela Morello
https://rebep.org.br/revista/article/view/960|Luciene Guimarães de Souza
https://rebep.org.br/revista/article/view/960|Silvia Angela Gugelmin
https://rebep.org.br/revista/article/view/960|Barbara Coelho Barbosa da Cunha
