link|edicao|tipo_trabalho|titulo
https://rebep.org.br/revista/article/view/388|v. 30 (2013)|Artigos originais|Absenteísmo-doença segundo autorrelato de servidores públicos municipais em Belo Horizonte
https://rebep.org.br/revista/article/view/389|v. 30 (2013)|Artigos originais|Ecologia social do medo: avaliando a associação entre contexto de bairro e medo de crime
https://rebep.org.br/revista/article/view/390|v. 30 (2013)|Artigos originais|A reorganização espacial dos homicídios no Brasil e a tese da interiorização
https://rebep.org.br/revista/article/view/391|v. 30 (2013)|Notas de pesquisa|Sobrevivência específica de pacientes com câncer de pulmão tratados no sistema público de saúde no Brasil e uma aplicação da Tábua Associada de Decremento Único
https://rebep.org.br/revista/article/view/392|v. 30 (2013)|Resenha|Proposta de ações em saúde dos servidores públicos federais à luz das mudanças demográficas
https://rebep.org.br/revista/article/view/393|v. 16 n. 1/2 (1999)|Artigos originais|Fluxos migratórios, desemprego e diferenciais de renda
https://rebep.org.br/revista/article/view/394|v. 16 n. 1/2 (1999)|Artigos originais|Mobilidade social e migração no Brasil: revisão bibliográfica e elementos empíricos para análise
https://rebep.org.br/revista/article/view/395|v. 16 n. 1/2 (1999)|Artigos originais|(Des)continuidades no padrão demográfico do fluxo São Paulo/Bahia no período de 1970/1991: qual o efeito da crise?
https://rebep.org.br/revista/article/view/396|v. 16 n. 1/2 (1999)|Artigos originais|A imigração para Minas Gerais no período de 1981/1991, com especial enfoque na migração de retorno
https://rebep.org.br/revista/article/view/397|v. 16 n. 1/2 (1999)|Artigos originais|Estigma e mobilidade: o imigrante boliviano nas confecções de São Paulo
https://rebep.org.br/revista/article/view/398|v. 16 n. 1/2 (1999)|Artigos originais|Mudança religiosa no Brasil: uma visão demográfica
https://rebep.org.br/revista/article/view/399|v. 16 n. 1/2 (1999)|Notas de pesquisa|São Paulo do passado - dados demográficos (1836-2920)
https://rebep.org.br/revista/article/view/400|v. 16 n. 1/2 (1999)|Ponto de Vista|Acompanhando as Conferências da ONU: notas sobre indicadores de desenvolvimento
https://rebep.org.br/revista/article/view/401|v. 15 n. 2 (1998)|Introdução|Introdução
https://rebep.org.br/revista/article/view/402|v. 15 n. 2 (1998)|Artigos originais|Os dados censitários brasileiros sobre migrações internas: algumas sugestões para análise
https://rebep.org.br/revista/article/view/403|v. 15 n. 2 (1998)|Artigos originais|Perfis etários da migração por motivos e acompanhanntes da mudança: evidências empíricas para São Paulo entre 1980 e 1993
https://rebep.org.br/revista/article/view/404|v. 15 n. 2 (1998)|Artigos originais|Exodo rural, envelhecimento e masculinização no Brasil: panorama dos últimos cinquenta anos
https://rebep.org.br/revista/article/view/405|v. 15 n. 2 (1998)|Artigos originais|Deslocamentos populacionais, urbanização e regionalização
https://rebep.org.br/revista/article/view/406|v. 15 n. 2 (1998)|Artigos originais|Mobilidade populacional e meio ambiente
https://rebep.org.br/revista/article/view/407|v. 15 n. 2 (1998)|Notas de pesquisa|Sobre os processos de seleção e estimação utilizados na Pesquisa Nacional por Amostra de Domicílios
https://rebep.org.br/revista/article/view/408|v. 15 n. 2 (1998)|Notas de pesquisa|A pesquisa nacional por amosta de domicílios - PNAD Síntese Metodológica
https://rebep.org.br/revista/article/view/409|v. 15 n. 2 (1998)|Resenha|Imigrantes brasileiros na Argentina: um perfil sociodemográfico
https://rebep.org.br/revista/article/view/410|v. 15 n. 1 (1998)|Artigos originais|A produção científica sobre a esterilização feminina no Brasil nos anos 80 e no início dos 90: um debate em aberto
https://rebep.org.br/revista/article/view/411|v. 15 n. 1 (1998)|Artigos originais|Achados e perdidos sobre saúde reprodutiva na PNDS - 1996
https://rebep.org.br/revista/article/view/412|v. 15 n. 1 (1998)|Artigos originais|Contraconcepção e declínio da fecundidade na Região Nordeste, 1980-1996
https://rebep.org.br/revista/article/view/413|v. 15 n. 1 (1998)|Artigos originais|Vida em família e institucionalização em um contexto de envelhecimento populacional - o caso do México
https://rebep.org.br/revista/article/view/414|v. 15 n. 1 (1998)|Artigos originais|O envelhecimento da população brasileira: intensidade, feminização e dependência
https://rebep.org.br/revista/article/view/415|v. 15 n. 1 (1998)|Artigos originais|Modelando e projetando a mortalidade no Brasil
https://rebep.org.br/revista/article/view/416|v. 15 n. 1 (1998)|Notas de pesquisa|A qualidade das estatísticas de óbitos no Brasil
https://rebep.org.br/revista/article/view/417|v. 15 n. 1 (1998)|Notas de pesquisa|O serviço doméstico remunerado no Brasil: de criadas a trabalhadoras
https://rebep.org.br/revista/article/view/418|v. 15 n. 1 (1998)|Resenha|As idéias e os números do gênero Argentina, Brasil e Chile no Século XIX
https://rebep.org.br/revista/article/view/419|v. 14 n. 1/2 (1997)|Artigos originais|Assistência sanitária e condições de saúde na zona rural paulista na Primeira República
https://rebep.org.br/revista/article/view/420|v. 14 n. 1/2 (1997)|Artigos originais|O Palestra Itália e sua trajetória: associativismo e etnicidade
https://rebep.org.br/revista/article/view/421|v. 14 n. 1/2 (1997)|Artigos originais|A participação da imigração na formação da população brasileira
https://rebep.org.br/revista/article/view/422|v. 14 n. 1/2 (1997)|Artigos originais|"A """"questão populacional"""" e a conformação do Estado de Bem-Estar Social na Suécia"
https://rebep.org.br/revista/article/view/423|v. 14 n. 1/2 (1997)|Dossiê|Repensando a demografia histórica
https://rebep.org.br/revista/article/view/424|v. 14 n. 1/2 (1997)|Dossiê|Desafios e conquistas da demografia histórica no final do século
https://rebep.org.br/revista/article/view/425|v. 14 n. 1/2 (1997)|Dossiê|A demografia histórica brasileira nesse final de milênio
https://rebep.org.br/revista/article/view/426|v. 14 n. 1/2 (1997)|Dossiê|A propósito de um balanço da demografia histórica: notas para um debate
https://rebep.org.br/revista/article/view/427|v. 14 n. 1/2 (1997)|Dossiê|Demografia histórica: da semeadura à colheita
https://rebep.org.br/revista/article/view/428|v. 14 n. 1/2 (1997)|Notas de pesquisa|Transferência de apoio entre o idoso e a família no Nordeste e no Sudeste do Brasil
https://rebep.org.br/revista/article/view/429|v. 14 n. 1/2 (1997)|Notas de pesquisa|Situação social e demográfica dos beneficiários da reforma agrária
https://rebep.org.br/revista/article/view/430|v. 14 n. 1/2 (1997)|Ponto de Vista|Seminário de migrações internas
https://rebep.org.br/revista/article/view/431|v. 14 n. 1/2 (1997)|Resenha|SRETZER, Simon. Fertility, class and gender in Britain 1860-1940, Cambridge Studies in Population, Economy and Society in Pas Time. Cambridge University Press, 1996
https://rebep.org.br/revista/article/view/432|v. 14 n. 1/2 (1997)|Resenha|Políticas, instituições e AIDS
https://rebep.org.br/revista/article/view/433|v. 13 n. 2 (1996)|Artigos originais|Renda e pobreza: os impactos do Plano real
https://rebep.org.br/revista/article/view/434|v. 13 n. 2 (1996)|Artigos originais|A crise migratória do verão de 1994. Balanço e perspectivas do fluxo emigratório cubano: 1984-1996
https://rebep.org.br/revista/article/view/435|v. 13 n. 2 (1996)|Artigos originais|Representação de modelos padrões de mortalidade
https://rebep.org.br/revista/article/view/436|v. 13 n. 2 (1996)|Artigos originais|Parentesco, estabilidade familiar e ocupação entre os escravos: o caso do meio rural fluminense entre 1790 e 1830
https://rebep.org.br/revista/article/view/437|v. 13 n. 2 (1996)|Artigos originais|A questão dos registros administrativos vis-à-vis a geração de estatísticas
https://rebep.org.br/revista/article/view/438|v. 13 n. 2 (1996)|Notas de pesquisa|Laços de família: um estudo sobre as relações de parentesco entre escravos na cidade do Rio de Janeiro, 1730-1814
https://rebep.org.br/revista/article/view/439|v. 13 n. 2 (1996)|Resenha|A badalação recente sobre capacidade de carga: novas ideias ou nova roupagem?
https://rebep.org.br/revista/article/view/440|v. 13 n. 2 (1996)|Resenha|Dando boas-vindas aos indesejáveis
https://rebep.org.br/revista/article/view/441|v. 13 n. 2 (1996)|Resenha|A família como espelho
https://rebep.org.br/revista/article/view/442|v. 13 n. 1 (1996)|Artigos originais|O saldo dos fluxos migratórios internacionais do Brasil na década de 80 - uma tentativa de estimação
https://rebep.org.br/revista/article/view/443|v. 13 n. 1 (1996)|Artigos originais|Cem anos de movimentos populacionais: São Paulo em destaque
https://rebep.org.br/revista/article/view/444|v. 13 n. 1 (1996)|Artigos originais|Os médicos italianos em São Paulo (1890-1930) - um projeto de ascensão social
https://rebep.org.br/revista/article/view/445|v. 13 n. 1 (1996)|Artigos originais|Os movimento migratórios e as diferenças de renda per capita entre os estados no Brasil (1970-1980)
https://rebep.org.br/revista/article/view/446|v. 13 n. 1 (1996)|Notas de pesquisa|Migração, emprego e projeções demográficas para o Estado de São Paulo: pesquisa regional por amostra domiciliar
https://rebep.org.br/revista/article/view/447|v. 13 n. 1 (1996)|Notas de pesquisa|Migrações de fronteira entre o Brasil e os países do Mercosul
https://rebep.org.br/revista/article/view/448|v. 13 n. 1 (1996)|Notas de pesquisa|Os dekasseguis retornados
https://rebep.org.br/revista/article/view/449|v. 13 n. 1 (1996)|Resenha|A inserção do Brasil no novo ciclo internacional de migrações
https://rebep.org.br/revista/article/view/450|v. 13 n. 1 (1996)|Resenha|Globalização e urbanização: tendências e desafios para a virada do século
https://rebep.org.br/revista/article/view/451|v. 13 n. 1 (1996)|Ponto de Vista|Migrações internacionais: uma nova questão demográfica
https://rebep.org.br/revista/article/view/452|v. 12 n. 1/2 (1995)|Artigos originais|A conferência do cairo sobre População e Desenvolvimento e o paradigma de Huntington
https://rebep.org.br/revista/article/view/453|v. 12 n. 1/2 (1995)|Artigos originais|Ensaio sobre as migrações internacionais no desenvolvimento do capitalismo
https://rebep.org.br/revista/article/view/454|v. 12 n. 1/2 (1995)|Artigos originais|Questões teóricas acerca dos processos de concentração e desconcentração da população no espaço
https://rebep.org.br/revista/article/view/455|v. 12 n. 1/2 (1995)|Artigos originais|Migração intrametropolitana: movimentos dos pobres?
https://rebep.org.br/revista/article/view/456|v. 12 n. 1/2 (1995)|Artigos originais|Dinâmica demográfica por nível de renda
https://rebep.org.br/revista/article/view/457|v. 12 n. 1/2 (1995)|Artigos originais|Geração de um modelo de tábuas de vida representativo da mortalidade do Estado de São Paulo
https://rebep.org.br/revista/article/view/458|v. 12 n. 1/2 (1995)|Artigos originais|A demografia histórica no Brasil: contribuições à historiografia
https://rebep.org.br/revista/article/view/459|v. 12 n. 1/2 (1995)|Artigos originais|Parentesco e família entre os escravos no século XIX: um estudo de caso
https://rebep.org.br/revista/article/view/460|v. 12 n. 1/2 (1995)|Artigos originais|Um ensaio sobre o tema da fecundidade diferencial: famílias estáveis e famílias (i)migrantes
https://rebep.org.br/revista/article/view/461|v. 12 n. 1/2 (1995)|Notas de pesquisa|Gestão e análise da população: por uma hitória demográfica dos contatos culturais em Curitiba: 1866-1939
https://rebep.org.br/revista/article/view/462|v. 12 n. 1/2 (1995)|Notas de pesquisa|Reconstrução de famílias no microcomputador: o SYGAP
https://rebep.org.br/revista/article/view/463|v. 12 n. 1/2 (1995)|Resenha|O desafio do desenvolvimento humano
https://rebep.org.br/revista/article/view/464|v. 12 n. 1/2 (1995)|Ponto de Vista|Pronunciamento de Elza Berquó na solenidade de posse da presidência da Comissão Nacional de População e Desenvolvimento
https://rebep.org.br/revista/article/view/465|v. 11 n. 2 (1994)|Artigos originais|Um modelo para estimar a mortalidade materna:  a relação entre a razão de mortalidade materna e outros parâmentros demográficos
https://rebep.org.br/revista/article/view/466|v. 11 n. 2 (1994)|Artigos originais|O mínimo demográfico de um sistema de metades exogâmicas (uma simulação em computador)
https://rebep.org.br/revista/article/view/467|v. 11 n. 2 (1994)|Artigos originais|Trabalho e reprodução cotidiana: apresentação
https://rebep.org.br/revista/article/view/468|v. 11 n. 2 (1994)|Artigos originais|Novos olhares sobre a família
https://rebep.org.br/revista/article/view/469|v. 11 n. 2 (1994)|Artigos originais|As articulações possíveis: família e reprodução em um segmento operário
https://rebep.org.br/revista/article/view/470|v. 11 n. 2 (1994)|Artigos originais|Família e trabalho: precariedade e pauperismo na Grande São Paulo
https://rebep.org.br/revista/article/view/471|v. 11 n. 2 (1994)|Artigos originais|Trabalho e reprodução cotidiana: novas evidências empríricas e tematizações emergentes no debate brasileiro
https://rebep.org.br/revista/article/view/472|v. 11 n. 2 (1994)|Notas de pesquisa|Demografia dos povos indígenas do Alto Rio Negro
https://rebep.org.br/revista/article/view/473|v. 11 n. 2 (1994)|Notas de pesquisa|Pobreza e trabalho no Brasil: uma análise das condições de vida e ocupação das famílias agrícolas nos anos 80
https://rebep.org.br/revista/article/view/474|v. 11 n. 2 (1994)|Notas de pesquisa|O uso da  estatística na pesquisa em Ciências Humanas no Brasil: o caso da Demografia
https://rebep.org.br/revista/article/view/475|v. 11 n. 2 (1994)|Notas de pesquisa|Estimativa da frequencia de abortos induzidos: teste de uma metodologia
https://rebep.org.br/revista/article/view/476|v. 11 n. 2 (1994)|Resenha|Limits of citizenship - migrants and post-national membership in Europe
https://rebep.org.br/revista/article/view/477|v. 11 n. 2 (1994)|Ponto de Vista|A demografia e os povos indígenas no Brasil
https://rebep.org.br/revista/article/view/478|v. 11 n. 1 (1994)|Artigos originais|Categorias do censo e classificação subjetiva de cor no Brasil
https://rebep.org.br/revista/article/view/479|v. 11 n. 1 (1994)|Artigos originais|Esterilização e raça em São Paulo
https://rebep.org.br/revista/article/view/480|v. 11 n. 1 (1994)|Artigos originais|Transição demográfica: novas evidências, velhos desafios
https://rebep.org.br/revista/article/view/481|v. 11 n. 1 (1994)|Artigos originais|Estado, economia e mobilidade geográfica: retrospectiva e perspectivas para o fim do século
https://rebep.org.br/revista/article/view/482|v. 11 n. 1 (1994)|Artigos originais|O cenário da colonização no Brasil Meridional e a família imigrante
https://rebep.org.br/revista/article/view/483|v. 11 n. 1 (1994)|Notas de pesquisa|Os homens, esses desconhecidos...
https://rebep.org.br/revista/article/view/484|v. 11 n. 1 (1994)|Notas de pesquisa|Disseminação de informação populacional para públicos mais abrangentes
https://rebep.org.br/revista/article/view/485|v. 11 n. 1 (1994)|Notas de pesquisa|Antigos imaginários, transnacionalidade e a nova política de espaços
https://rebep.org.br/revista/article/view/486|v. 11 n. 1 (1994)|Resenha|The mobility of labor and capital
https://rebep.org.br/revista/article/view/487|v. 11 n. 1 (1994)|Ponto de Vista|Cairo: o sucesso da arte do diálogo
https://rebep.org.br/revista/article/view/488|v. 10 n. 1/2 (1993)|Artigos originais|PAISM: uma história sem fim
https://rebep.org.br/revista/article/view/489|v. 10 n. 1/2 (1993)|Artigos originais|Vivendo a dois: arranjos conjugais em comparação
https://rebep.org.br/revista/article/view/490|v. 10 n. 1/2 (1993)|Artigos originais|A esterilização feminina no Brasil: diferenciais por escolaridade e renda
https://rebep.org.br/revista/article/view/491|v. 10 n. 1/2 (1993)|Artigos originais|O uso da técnica de resposta ao Azar (TRA) na caracterização do aborto ilegal
https://rebep.org.br/revista/article/view/492|v. 10 n. 1/2 (1993)|Artigos originais|Ligação de trompas e imaginário feminino
https://rebep.org.br/revista/article/view/493|v. 10 n. 1/2 (1993)|Artigos originais|Rainha das águas, dona do mangue: um estudo do trabalho feminino no meio ambiente marinho
https://rebep.org.br/revista/article/view/494|v. 10 n. 1/2 (1993)|Artigos originais|Relações de gênero nos espaços público e privado: a experiência das trabalhadoras na CUT
https://rebep.org.br/revista/article/view/495|v. 10 n. 1/2 (1993)|Artigos originais|Renda e pobreza no Brasil
https://rebep.org.br/revista/article/view/496|v. 10 n. 1/2 (1993)|Artigos originais|Fecundidade e família: os tamanhos das famílias das mulheres e das crianças no Brasil
https://rebep.org.br/revista/article/view/497|v. 10 n. 1/2 (1993)|Artigos originais|Características regionais da população idosa no Brasil
https://rebep.org.br/revista/article/view/498|v. 10 n. 1/2 (1993)|Artigos originais|Secularização do registro dos eventos vitais no Estado de São Paulo
https://rebep.org.br/revista/article/view/499|v. 10 n. 1/2 (1993)|Notas de pesquisa|Histórias femininas: memórias e experiências
https://rebep.org.br/revista/article/view/500|v. 10 n. 1/2 (1993)|Notas de pesquisa|Mobilidade intrametropolitana: questões metodológicas para o seu estudo
https://rebep.org.br/revista/article/view/501|v. 10 n. 1/2 (1993)|Ponto de Vista|A questão do aborto - um projeto de lei para disciplinar sua prática no Brasil
https://rebep.org.br/revista/article/view/502|v. 9 n. 2 (1992)|Artigos originais|Mobilidade intra-urbana no Rio de Janeiro: da estratificação social à segregação residencial no espaço
https://rebep.org.br/revista/article/view/503|v. 9 n. 2 (1992)|Artigos originais|Mortalidade infantil por causas na Região Metropolitana do Rio de Janeiro, 1976-1986: associação com variáveis socioeconômicas, climáticas e ligadas à poluição do ar
https://rebep.org.br/revista/article/view/504|v. 9 n. 2 (1992)|Artigos originais|Os negros que dão certo: mercado de trabalho, mobilidade e desigualdades ocupacionais
https://rebep.org.br/revista/article/view/505|v. 9 n. 2 (1992)|Artigos originais|Casamento em tempos de crise
https://rebep.org.br/revista/article/view/506|v. 9 n. 2 (1992)|Artigos originais|A compressão do mercado matrimonial e o aumento das uniões consensuais no Brasil
https://rebep.org.br/revista/article/view/507|v. 9 n. 2 (1992)|Ponto de Vista|Às mulheres, os hormônios!
https://rebep.org.br/revista/article/view/508|v. 9 n. 2 (1992)|Resenha|Contested frontiers in Amazonia
https://rebep.org.br/revista/article/view/509|v. 9 n. 2 (1992)|Notas de pesquisa|Uma avaliação da fecundidade no Brasil, ao início do século
https://rebep.org.br/revista/article/view/510|v. 9 n. 2 (1992)|Notas de pesquisa|À procura das origens ou a expectativa do enriquecimento rápido: o exemplo dos dekasseguis do Brasil em direção ao Japão
https://rebep.org.br/revista/article/view/511|v. 9 n. 1 (1992)|Artigos originais|"Expulsando os pobres e redistribuindo os ricos: """" dinâmica imobiliária"""" e segregação residencial na cidade do Rio de Janeiro"
https://rebep.org.br/revista/article/view/512|v. 9 n. 1 (1992)|Artigos originais|Quesitos sobre migrações no Censo Demográfico de 1991
https://rebep.org.br/revista/article/view/513|v. 9 n. 1 (1992)|Artigos originais|Saudade, imigração e a construção de uma nação (portuguesa) desterritorializada
https://rebep.org.br/revista/article/view/514|v. 9 n. 1 (1992)|Artigos originais|Imigrantes estrangeiros, imigrantes brasileiros: uma revisão bibliográfica e algumas anotações para pesquisa
https://rebep.org.br/revista/article/view/515|v. 9 n. 1 (1992)|Artigos originais|A imigração brasileira na América do Norte
https://rebep.org.br/revista/article/view/516|v. 9 n. 1 (1992)|Ponto de Vista|Mercado de trabalho brasileiro: uma visão prospectiva
https://rebep.org.br/revista/article/view/517|v. 9 n. 1 (1992)|Resenha|Morte materna: uma tragédia evitável
https://rebep.org.br/revista/article/view/518|v. 9 n. 1 (1992)|Resenha|Dilemas socioambientais do desenvolvimento sustentável
https://rebep.org.br/revista/article/view/519|v. 9 n. 1 (1992)|Notas de pesquisa|Mortalidade infantil por pneumonias na região metropolitana do Rio de Janeiro: 1976-1986
https://rebep.org.br/revista/article/view/520|v. 8 n. 1/2 (1991)|Artigos originais|A imigração internacional e a fecundidade
https://rebep.org.br/revista/article/view/521|v. 8 n. 1/2 (1991)|Artigos originais|Novos fluxos migratórios da população brasileira
https://rebep.org.br/revista/article/view/522|v. 8 n. 1/2 (1991)|Artigos originais|Mobilidade de migrantes: autonomia ou subordinação na Amazônia legal?
https://rebep.org.br/revista/article/view/523|v. 8 n. 1/2 (1991)|Artigos originais|Algumas questões para a demografia dos anos noventa
https://rebep.org.br/revista/article/view/524|v. 8 n. 1/2 (1991)|Artigos originais|Crescimento demográfico e meio ambiente
https://rebep.org.br/revista/article/view/525|v. 8 n. 1/2 (1991)|Artigos originais|Níveis, tendências e diferenciais de fecundidade no Brasil a partir da década de 30
https://rebep.org.br/revista/article/view/526|v. 8 n. 1/2 (1991)|Artigos originais|Agrupamento de países segundo indicadores básicos e econômicos
https://rebep.org.br/revista/article/view/527|v. 8 n. 1/2 (1991)|Ponto de Vista|Os estudos populacionais e a agenda ambiental brasileira: um ponto de vista
https://rebep.org.br/revista/article/view/528|v. 8 n. 1/2 (1991)|Resenha|Refúgio num mundo sem coração. A família: santuário ou instituição sitiada?
https://rebep.org.br/revista/article/view/529|v. 8 n. 1/2 (1991)|Notas de pesquisa|Extensão do intervalo intergestacional e retorno da menstruação: influência do aleitamento materno
https://rebep.org.br/revista/article/view/530|v. 8 n. 1/2 (1991)|Notas de pesquisa|Perspectivas atuais do papel da família frente ao envelhecimento populacional: um estudo de caso
https://rebep.org.br/revista/article/view/531|v. 8 n. 1/2 (1991)|Notas de pesquisa|Nova área de atração populacional no Oeste Paulista: a região de governo de São José do Rio Preto
https://rebep.org.br/revista/article/view/532|v. 8 n. 1/2 (1991)|Notas de pesquisa|Estado e Ecologia: novos dilemas e desafios (A política ambiental no estado de São Paulo)
https://rebep.org.br/revista/article/view/533|v. 8 n. 1/2 (1991)|Registros de interesse|Seminário sobre transição da fecundidade na América Latina (Buenos Aires, Argentina, 3-6 abril, 1990)
https://rebep.org.br/revista/article/view/534|v. 7 n. 2 (1990)|Artigos originais|A força de trabalho paulista: análise crítica das fontes
https://rebep.org.br/revista/article/view/535|v. 7 n. 2 (1990)|Artigos originais|Oferta de trabalho e flutuações econômicas: Brasil, 1979-1986
https://rebep.org.br/revista/article/view/536|v. 7 n. 2 (1990)|Artigos originais|Avaliação da política de produção, processamento e divulgação de informações no Brasil
https://rebep.org.br/revista/article/view/537|v. 7 n. 2 (1990)|Artigos originais|""""" QUO VADIS"""" sistema estatístico?"
https://rebep.org.br/revista/article/view/538|v. 7 n. 2 (1990)|Artigos originais|Sistema estatístico, planejamento e sociedade no Brasil (notas para uma discussão)
https://rebep.org.br/revista/article/view/539|v. 7 n. 2 (1990)|Artigos originais|Informações demográficas: o que se tem, o que se usa e como se usa?
https://rebep.org.br/revista/article/view/540|v. 7 n. 2 (1990)|Artigos originais|Uma discussão sobre a produção e uso dos dados sobre o mercado de trabalho
https://rebep.org.br/revista/article/view/541|v. 7 n. 2 (1990)|Ponto de Vista|Jean Bougeois - Pichat
https://rebep.org.br/revista/article/view/542|v. 7 n. 2 (1990)|Resenha|O planejamento familiar e o Nordeste
https://rebep.org.br/revista/article/view/543|v. 7 n. 2 (1990)|Notas de pesquisa|Família e transição. Famílias negras em Paraíba do Sul, 1872-1920
https://rebep.org.br/revista/article/view/544|v. 7 n. 2 (1990)|Notas de pesquisa|Uma alternativa metodológica para captação de quesitos estigmatizantes
https://rebep.org.br/revista/article/view/545|v. 7 n. 1 (1990)|Artigos originais|Habitação e demografia intra-urbana em São Paulo
https://rebep.org.br/revista/article/view/546|v. 7 n. 1 (1990)|Artigos originais|Migração, família e campesito
https://rebep.org.br/revista/article/view/547|v. 7 n. 1 (1990)|Artigos originais|As condições de saúde de mães e crianças do Ceará
https://rebep.org.br/revista/article/view/548|v. 7 n. 1 (1990)|Artigos originais|O efeito da educação materna sobre o risco da mortalidade infantil
https://rebep.org.br/revista/article/view/549|v. 7 n. 1 (1990)|Ponto de Vista|Uma nova onda para atropelar os direitos reprodutivos
https://rebep.org.br/revista/article/view/550|v. 7 n. 1 (1990)|Resenha|O Idoso na grande São Paulo
https://rebep.org.br/revista/article/view/551|v. 7 n. 1 (1990)|Resenha|História do casamento e do Amor. Inglaterra, 1300-1840
https://rebep.org.br/revista/article/view/552|v. 7 n. 1 (1990)|Notas de pesquisa|A concepção controlada: práticas anticoncetivas em uma área do Recôncavo Baiano
https://rebep.org.br/revista/article/view/553|v. 7 n. 1 (1990)|Notas de pesquisa|A história da população na América Latina: Congresso de Ouro Preto
https://rebep.org.br/revista/article/view/554|v. 6 n. 2 (1989)|Artigos originais|A família no século XXI: um enfoque demográfico
https://rebep.org.br/revista/article/view/555|v. 6 n. 2 (1989)|Artigos originais|A integração social e econômica dos imigrantes portugueses no Brasil no fim do século XIX e no século XX
https://rebep.org.br/revista/article/view/556|v. 6 n. 2 (1989)|Artigos originais|Dados, medidas e técnicas indiretas de estimação de mortalidade
https://rebep.org.br/revista/article/view/557|v. 6 n. 2 (1989)|Artigos originais|Migrações anuais rural-urbano-rural período 70/80
https://rebep.org.br/revista/article/view/558|v. 6 n. 2 (1989)|Resenha|La famille incertaine
https://rebep.org.br/revista/article/view/559|v. 6 n. 2 (1989)|Resenha|Homens esquecidos: escravos e trabalhadores livres no Brasil - séculos XVIII e XIX
https://rebep.org.br/revista/article/view/560|v. 6 n. 2 (1989)|Notas de pesquisa|Migrantes em busca de uma teoria
https://rebep.org.br/revista/article/view/561|v. 6 n. 2 (1989)|Notas de pesquisa|A estrutura ocupacional brasileira em um ano de crise: uma abordagem inter-regional
https://rebep.org.br/revista/article/view/562|v. 6 n. 1 (1989)|Artigos originais|Uma abordagem sociológica de família
https://rebep.org.br/revista/article/view/563|v. 6 n. 1 (1989)|Artigos originais|Trabalho, família e condição feminina: considerações sobre a demanda por filhos
https://rebep.org.br/revista/article/view/564|v. 6 n. 1 (1989)|Artigos originais|As pesquisas sobre o aborto na América Latina e os estudos de mulher
https://rebep.org.br/revista/article/view/567|v. 6 n. 1 (1989)|Artigos originais|Considerações sobre a fecundidade da população negra no Brasil
https://rebep.org.br/revista/article/view/568|v. 6 n. 1 (1989)|Resenha|Demos, carta demográfica sobre o México, 1988
https://rebep.org.br/revista/article/view/569|v. 6 n. 1 (1989)|Resenha|Princípios e métodos de análise da demografia portuguesa
https://rebep.org.br/revista/article/view/570|v. 6 n. 1 (1989)|Notas de pesquisa|Estatísticas históricas para estudos de população: o acervo do arquivo público estadual do Ceará
https://rebep.org.br/revista/article/view/571|v. 6 n. 1 (1989)|Notas de pesquisa|A fundação Rockefeller e o estado nacional (história e política de uma missão médica e sanitária no Brasil)
https://rebep.org.br/revista/article/view/572|v. 5 n. 2 (1988)|Artigos originais|Uma análise exploratória da informação sobre a migração inter e intramunicipal no censo demográfico de 1980
https://rebep.org.br/revista/article/view/573|v. 5 n. 2 (1988)|Artigos originais|População, reprodução e saúde: anotações sobre a questão de uma política social
https://rebep.org.br/revista/article/view/574|v. 5 n. 2 (1988)|Artigos originais|Família na transição demográfica: o caso de São Paulo
https://rebep.org.br/revista/article/view/575|v. 5 n. 2 (1988)|Artigos originais|Sexualidade, casamento e reprodução
https://rebep.org.br/revista/article/view/576|v. 5 n. 2 (1988)|Resenha|Naissance d´une population
https://rebep.org.br/revista/article/view/577|v. 5 n. 2 (1988)|Resenha|Muchachas no more: household workers in Latin America and the Caribbean
https://rebep.org.br/revista/article/view/578|v. 5 n. 1 (1988)|Artigos originais|Sugestões para uma análise comparativa da fecundidade em populações indígenas
https://rebep.org.br/revista/article/view/579|v. 5 n. 1 (1988)|Artigos originais|Keim e parentesco: reflexões sobre uma categoria cultural de colonos teuto-brasileiros
https://rebep.org.br/revista/article/view/580|v. 5 n. 1 (1988)|Artigos originais|A evolução do emprego no campo - 2ª parte
https://rebep.org.br/revista/article/view/581|v. 5 n. 1 (1988)|Artigos originais|A família escrava e a penetração do café em Bananal, 1801-1829
https://rebep.org.br/revista/article/view/582|v. 5 n. 1 (1988)|Artigos originais|Código familiar: uma versão sobre o significado da família em camadas médias urbanas
https://rebep.org.br/revista/article/view/583|v. 5 n. 1 (1988)|Resenha|Medidas e análise da mortalidade: novas abordagens
https://rebep.org.br/revista/article/view/584|v. 5 n. 1 (1988)|Resumo de Pesquisas Concluídas|O jovem na grande São Paulo
https://rebep.org.br/revista/article/view/585|v. 4 n. 2 (1987)|Artigos originais|Formação de um novo proletariado: as operárias do distrito industrial de Manaus
https://rebep.org.br/revista/article/view/586|v. 4 n. 2 (1987)|Artigos originais|A evolução do emprego no campo
https://rebep.org.br/revista/article/view/587|v. 4 n. 2 (1987)|Artigos originais|A migração nas regiões administrativas da grande São Paulo segundo o censo de 1980
https://rebep.org.br/revista/article/view/588|v. 4 n. 2 (1987)|Resenha|Nuevas fronteras de la demografia
https://rebep.org.br/revista/article/view/589|v. 4 n. 2 (1987)|Resumo de Pesquisas Concluídas|Desemprego, papéis sexuais e fecundidade
