"link" "edicao" "autor" "paginas" "tipo_trabalho" "titulo"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Marina Machado, Heloísa Pagliaro, Roberto G. Baruzzi" "37-50" "Artigos originais" "Perfil demográfico dos Hupd’äh, povo Maku da região do Alto Rio Negro, Amazonas (2000-2003)"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "João Luiz Pena, Leo Heller, Cláudio Santiago Dias Júnior" "51-59" "Artigos originais" "A população Xakriabá, Minas Gerais: aspectos demográficos, políticos, sociais e econômicos"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Laura L. Rodríguez Wong, Maria Graciela González de Morell, Regiane Lucinda de Carvalho" "61-75" "Artigos originais" "Notas sobre o comportamento reprodutivo da população autodeclarada indígena – Censos Demográficos 1991 e 2000"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Leonardo H. G. Fígoli, Dimitri Fazito" "77-95" "Artigos originais" "Redes sociais em uma investigação de migração indígena: o caso de Manaus"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Natalia Nunes Ferreira Batista, Maria Cristina Cacciamali" "97-115" "Artigos originais" "Diferencial de salários entre homens e mulheres segundo a condição de migração"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Maria Stella Ferreira Levy" "117-133" "Artigos originais" "A escolha do cônjuge"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Maria Cecília de Souza Minayo" "135-140" "Ponto de Vista" "Seis características das mortes violentas no Brasil"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Renata Jardim, Sandhi Maria Barreto, Luana Giatti Gonçalves" "141-144" "Notas de pesquisa" "Confiabilidade do informante secundário em inquéritos de saúde"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "André Junqueira Caetano, Carla Jorge Machado" "145-149" "Notas de pesquisa" "Consistência e identificabilidade no modelo Grade of Membership: uma nota metodológica"
"https://rebep.org.br/revista/issue/view/44" "v. 26 n. 1 (2009)" "Eduardo Marandola Jr." "151-152" "Resenha" "Por um paradigma da(s) mobilidade(s)"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Rosana Baeninger" "159-160" "Editorial" "Editorial"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Eduardo Marandola Jr., Daniel Joseph Hogan" "161-181" "Artigos originais" "Vulnerabilidade do lugar vs. vulnerabilidade sociodemográfica: implicações metodológicas de uma velha questão"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Nilza de Oliveira Martins Pereira, José André Moura de Brito, Sonia Albieri, Antonio José Ribeiro Dias, Ricardo Ventura Santos" "183-195" "Artigos originais" "Como tratar os dados da amostra do Censo Demográfico 2000 na obtenção de estimativas para os “indígenas”? Um estudo a partir das Terras Indígenas Xavante, Mato Grosso"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Oswaldo Mário Serra Truzzi, Maria Silvia Beozzo Bassanezi" "197-218" "Artigos originais" "População, grupos étnico-raciais e economia cafeeira: São Carlos, 1907"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Maria Isabel Baltar da Rocha, Susana Rostagnol, María Alicia Gutiérrez" "219-236" "Artigos originais" "Aborto e Parlamento: um estudo sobre Brasil, Uruguai e Argentina"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Paulo Murad Saad, Tim Miller, Ciro Martínez" "237-261" "Artigos originais" "Impacto das mudanças demográficas nas demandas setoriais na América Latina"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Francisco de Assis Acurcio, Cristina Mariano Ruas Brandão, Augusto Afonso Guerra Júnior, Mariângela Leal Cherchiglia, Iola Gurgel Andrade, Alessandra Maciel Almeida, Grazielle Dias da Silva, Odilon Vanni de Queiroz, Daniel Resende Faleiros" "263-282" "Artigos originais" "Perfil demográfico e epidemiológico dos usuários de medicamentos de alto custo no Sistema Único de Saúde"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Patricia Gomes Pimentel, Rosely Sichieri, Rosana Salles-Costa" "283-294" "Artigos originais" "Insegurança alimentar, condições socioeconômicas e indicadores antropométricos em crianças da Região Metropolitana do Rio de Janeiro/Brasil"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Claudia Cristina de Aguiar Pereira" "295-303" "Artigos originais" "Algumas considerações acerca do uso e aplicação de medidas de qualidade de vida associada à saúde, com ênfase em estudos sobre sobreviventes de câncer na infância e adolescência em países em desenvolvimento"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Paula Miranda-Ribeiro, Luciene A. Ferreira de Barros Longo, Eduardo Luiz Gonçalves Rios-Neto, Joseph Earl Potter" "305-308" "Notas de pesquisa" "Fecundidade na adolescência e religião em Belo Horizonte: um primeiro exercício"
"https://rebep.org.br/revista/issue/view/45" "v. 26 n. 2 (2009)" "Paula Miranda-Ribeiro" "309-310" "Resenha" "Legado e relegado: notas sobre as contribuições de Bailey ao debate da questão racial no Brasil"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Alisson F. Barbieri, Ricardo Ojima" "3-5" "Editorial" "O passado é o prólogo"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Kenneth Hill, Bernardo Queiroz" "7-20" "Artigos originais" "Ajustando o método da equação geral de balanceamento para migração"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Gilvan Ramalho Guedes, André Junqueira Caetano, Carla Jorge Machado, Eduardo Sonewend Brondízio" "21-33" "Artigos originais" "Identificabilidade e estabilidade dos parâmetros no método Grade of Membership (GoM): considerações metodológicas e práticas"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Luana Paula Gentil de Brito, Suzana Cavenaghi, Paulo de Martino Jannuzzi" "35-57" "Artigos originais" "Estimativas e projeções populacionais para pequenos domínios: uma avaliação da precisão para municípios do Rio de Janeiro em 2000 e 2007"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Ana Paula de Andrade Verona, Robert Hummer, Cláudio Santiago Dias Júnior, Luciana Conceição de Lima" "59-74" "Artigos originais" "Mortalidade infantil e envolvimento religioso materno no Brasil"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Daisy Maria Xavier de Abreu, Emília Sakurai, Lorenza Nogueira Campos" "75-88" "Artigos originais" "A evolução da mortalidade por causas mal definidas na população idosa em quatro capitais brasileiras, 1996-2007"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Antônio Tadeu Ribeiro de Oliveira" "89-113" "Artigos originais" "Tendências recentes da mobilidade espacial da população no Estado do Rio de Janeiro"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "José Marcos Pinto da Cunha, Alberto Augusto Eichman Jakob" "115-139" "Artigos originais" "Segregação socioespacial e inserção no mercado de trabalho na Região Metropolitana de Campinas"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Humberto Prates da Fonseca Alves, Claudia Durand Alves, Madalena Niero Pereira, Antonio Miguel Vieira Monteiro" "141-159" "Artigos originais" "Dinâmicas de urbanização na hiperperiferia da metrópole de São Paulo: análise dos processos de expansão urbana e das situações de vulnerabilidade socioambiental em escala intraurbana"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Marcelo Magalhães Godoy, Clotilde Andrade Paiva" "161-191" "Artigos originais" "Um estudo da qualidade da informação censitária em listas nominativas e uma aproximação da estrutura ocupacional da província de Minas Gerais"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Antonio Otaviano Vieira Junior, Daniel Souza Barroso" "193-210" "Artigos originais" "Histórias de “movimentos”: embarcações e população portuguesas na Amazônia joanina"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Luciana Conceição de Lima" "211-226" "Artigos originais" "Idade materna e mortalidade infantil: efeitos nulos, biológicos ou socioeconômicos?"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Paula Miranda-Ribeiro, Joseph Earl Potter" "227-231" "Ponto de Vista" "Sobre “se perder”, “vacilar” e não encontrar o “homem certo”: mudanças ideacionais, instituições e a fecundidade abaixo do nível de reposição"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Ana Amélia Camarano, Solange Kanso" "233-235" "Notas de pesquisa" "As instituições de longa permanência para idosos no Brasil"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Douglas Sathler, Ruibran dos Reis" "237-238" "Resenha" "Mudanças climáticas globais: as dimensões humanas em perspectiva"
"https://rebep.org.br/revista/issue/view/46" "v. 27 n. 1 (2010)" "Humberto Corrêa" "239-240" "Resenha" "Trinta anos após um filho na adolescência"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Roberto Nascimento Rodrigues" "247-249" "Editorial" "Editorial"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Douglas Sathler, Roberto L. Monte-Mór, José Alberto Magno de Carvalho, Alfredo Costa" "251-268" "Artigos originais" "A hierarquia urbana na Amazônia"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Kenya Noronha, Lízia de Figueiredo, Mônica Viegas Andrade" "269-283" "Artigos originais" "Saúde e crescimento econômico entre 1991 e 2000: uma análise empírica para os Estados brasileiros"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Fabrício Martins Mendonça, Eliane Drumond, Ana Maria Pereira Cardoso" "285-295" "Artigos originais" "Problemas no preenchimento da Declaração de Óbito: estudo exploratório"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Marília Miranda Forte Gomes, Moema Gonçalves Bueno Fígoli, Aloísio Joaquim Freitas Ribeiro" "297-316" "Artigos originais" "Da atividade à invalidez permanente: um estudo utilizando dados do Regime Geral de Previdência Social (RGPS) do Brasil no período 1999-2002"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Aloísio Joaquim Freitas Ribeiro, Edna Afonso Reis, Joana Barbabela Barbosa" "317-331" "Artigos originais" "Construção de tábuas de mortalidade de inválidos por meio de modelos estatísticos bayesianos"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Juliana Mara Winther, André Braz Golgher" "333-359" "Artigos originais" "Uma investigação sobre a aplicação de bônus adicional como política de ação afirmativa na Universidade Federal de Minas Gerais (UFMG)"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Marina Braga Carneiro, Paula Roberta Chagas, Sergio Odilon Nadalin" "361-384" "Artigos originais" "Nascer e garantir-se no Reino de Deus; Curitiba, séculos XVIII e XIX"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Ana Maria Goldani" "385-405" "Artigos originais" "“Ageismo” no Brasil: O que significa ? Quem pratica? O que fazer com isto?"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Eduardo Marandola Jr., Priscila Marchiori Dal Gallo" "407-424" "Artigos originais" "Ser migrante: implicações territoriais e existenciais da migração"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Claudia Cristina de Aguiar Pereira, Mari Palta, John Mullahy" "425-437" "Artigos originais" "Domínios de saúde e raça nas medidas genéricas de qualidade de vida associada à saúde na literatura dos Estados Unidos"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Neeru Gupta" "439-441" "Ponto de Vista" "Taking advantage of the 2010 population census round to strengthen the global evidence base on the health workforce"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Glaucia dos Santos Marcondes" "443-446" "Notas de pesquisa" "Processos de constituição, organização e manutenção da vida doméstico-familiar na Cidade do Salvador"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Daisy Maria Xavier de Abreu, Eliane de Freitas Drumond, Elisabeth Barboza França, Lenice Harumi Ishitami, Deborah Carvalho Malta, Carla Jorge Machado" "447-455" "Notas de pesquisa" "Análise comparativa de classificações de causas evitáveis de morte em capitais brasileiras: o caso das doenças cerebrovasculares"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Luana Junqueira Dias Myrrha, Pamila Cristina Lima Siviero" "457-461" "Resenha" "Reforma previdenciária: uma questão demográfica?"
"https://rebep.org.br/revista/issue/view/47" "v. 27 n. 2 (2010)" "Eduardo Marandola Jr." "463-465" "Resenha" "Em busca da liberdade do ir-e-vir"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Luiz Antonio Pinto de Oliveira" "3-4" "Editorial" "Primeiros resultados do Censo Demográfico 2010"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Clarissa Guimarães Rodrigues, Eduardo Luiz Gonçalves Rios-Neto, Cristine Campos de Xavier Pinto" "5-36" "Artigos originais" "Diferenças intertemporais na média e distribuição do desempenho escolar no Brasil: o papel do nível socioeconômico, 1997 a 2005"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Izabel Guimarães Marri, Simone Wajnman, Mônica Viegas Andrade" "37-56" "Artigos originais" "Reforma da Previdência Social: simulações e impactos sobre os diferenciais de sexo"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Laetícia Rodrigues de Souza, Eduardo Luiz Gonçalves Rios-Neto, Bernardo Lanza Queiroz" "57-79" "Artigos originais" "A relação entre parturição e trabalho feminino no Brasil"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Carlos Lobo, Ralfo Matos" "81-101" "Artigos originais" "Migrações e a dispersão espacial da população nas Regiões de Influência das principais metrópoles brasileiras"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Marcos Leandro Mondardo" "103-131" "Artigos originais" "A dinâmica migratória do Paraná: o caso da região Sudoeste ao longo do século XX"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Renilson Rodrigues da Silva, Carlos José Caetano Bacha" "133-151" "Artigos originais" "Polígonos de Voronoi como alternativa aos problemas das Áreas Mínimas Comparáveis: uma análise das mudanças populacionais na Região Norte do Brasil"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Rosa Moura, Sachiko Araki Lira" "153-168" "Artigos originais" "Aplicação da análise exploratória espacial na identificação de configurações territoriais"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Marcos Vinicius Sanches Abreu, Julio Cesar de Oliveira, Viviane Delfino Albuquerque Andrade, Anderson Donizete Meira" "169-186" "Artigos originais" "Proposta metodológica para o cálculo e análise espacial do IDH intraurbano de Viçosa – MG"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Ana Paula de Andrade Verona" "187-201" "Artigos originais" "Explicações para a influência da religião no comportamento sexual de adolescentes no Brasil: efeitos diretos e indiretos"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Serafim Adriano Alberto, Luciana C. de Lima, Roberto Nascimento Rodrigues, Carla Jorge Machado" "203-216" "Artigos originais" "Fatores associados aos óbitos neonatais e pós-neonatais em Moçambique"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Mirela Castro Santos Camargos, Roberto Nascimento Rodrigues, Carla Jorge Machado" "217-230" "Artigos originais" "Idoso, família e domicílio: uma revisão narrativa sobre a decisão de morar sozinho"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Gilvan Ramalho Guedes, Bernardo Lanza Queiroz, Alisson Flávio Barbieri, Leah Karin VanWey" "231-240" "Notas de pesquisa" "Ciclo de vida domiciliar, ciclo do lote e mudança no uso da terra na Amazônia brasileira: revisão crítica da literatura"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Maria Carolina Tomás" "241-244" "Resenha" "Self-expression and family values: how are they related to marriage, divorce, and remarriage?"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Eduardo Marandola Jr." "245-247" "Resenha" "Migração e Geografia"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Ricardo Ojima" "249-251" "Resenha" "Por uma demografia das mudanças climáticas"
"https://rebep.org.br/revista/issue/view/48" "v. 28 n. 1 (2011)" "Álvaro de Oliveira D’Antona" "253-254" "Resenha" "População, ambiente e sustentabilidade – desafio à demografia ambiental"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Ralfo Matos" "263-266" "Editorial" "A transdisciplinaridade em perspectiva"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Gavin W. Jones" "267-281" "Artigos originais" "População e desenvolvimento além da primeira transição demográfica: discussão da  experiência de países do Leste e Sudeste da Ásia"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Pamila Cristina Lima Siviero, Cássio Maldonado Turra, Roberto do Nascimento Rodrigues" "283-301" "Artigos originais" "Diferenciais de mortalidade:  níveis e padrões segundo o sexo no  município de São Paulo de 1920 a 2005"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Everton Emanuel Campos de Lima, Bernardo Lanza Queiroz" "303-320" "Artigos originais" "A evolução do sub-registro de mortes e causas de óbitos mal definidas em Minas Gerais: diferenciais regionais"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "María Marta Santillán Pizarro, Eleonora Soledad Rojas Cabrera, Dora Estela Celton, Bruno Ribotta" "321-336" "Artigos originais" "A redução da mortalidade infantil a partir da ótica dos direitos: uma comparação entre Argentina e Brasil"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Gilvan Ramalho Guedes, Pamila Cristina Lima Siviero, André Junqueira Caetano, Carla Jorge Machado, Eduardo Brondízio" "337-347" "Artigos originais" "Incorporando a variabilidade no processo de identificação do modelo de máximo global no Grade of Membership (GoM): considerações metodológicas"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Raquel Rangel de Meireles Guimarães, Eduardo Luiz Gonçalves Rios-Neto" "349-367" "Artigos originais" "Comparação entre metodologias de idade-período-coorte para o estudo de uma medida da progressão escolar no Brasil"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Roberta de Moraes Rocha, André Matos Magalhães" "369-387" "Artigos originais" "As amenidades naturais influenciam a escolha locacional dos trabalhadores? Evidências para as regiões metropolitanas brasileiras"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Ricardo Ojima" "389-403" "Artigos originais" "As dimensões demográficas das mudanças climáticas: cenários de mudança do clima e as tendências do crescimento populacional"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Diogo de Carvalho Cabral" "405-427" "Artigos originais" "Von Thünen e o abastecimento madeireiro de centros urbanos pré-industriais"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Pery Teixeira, Marília Brasil, Eliana Mesquita da Silva" "429-448" "Artigos originais" "Demografia de um povo indígena da Amazônia brasileira: os sateré-mawé"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Gerson Luiz Marinho, Ricardo Ventura Santos, Nilza de Oliveira Martins Pereira" "449-466" "Artigos originais" "Classificação dos domicílios “indígenas” no Censo Demográfico 2000: subsídios para a análise de condições de saúde"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Ernesto Friedrich de Lima Amaral" "467--472" "Notas de pesquisa" "Análise do nível, padrão e  determinantes dos fluxos populacionais entre Bahia  e São Paulo"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Gilvan Ramalho Guedes, Pamila Cristina Lima Siviero, Carla Jorge Machado" "473-478" "Notas de pesquisa" "Aspectos práticos na identificação de um modelo Grade of Membership (GoM) de máximo global: o uso da moda das probabilidades estimadas"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Thais Tartalha do Nascimento Lombardi" "479-481" "Resenha" "Contemporaneidade, escalas e lugares – panoramas dos estudos de população e ambiente na atualidade"
"https://rebep.org.br/revista/issue/view/49" "v. 28 n. 2 (2011)" "Paula Miranda-Ribeiro" "483-484" "Resenha" "Encontro marcado entre demografia e religião"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Ana Silvia Volpi Scott" "3-5" "Editorial" "População e família no Brasil contemporâneo: muitas mudanças e algumas reflexões"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Eduardo Marandola Jr., Francine Modesto" "7-35" "Artigos originais" "Percepção dos perigos ambientais urbanos e os efeitos de lugar na relação população-ambiente"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Florencia Molinatti, Enrique Peláez" "37-52" "Artigos originais" "Padrões espaciais dos comportamentos de risco na cidade de Córdoba (Argentina) – 2001"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Grisell Rodríguez Gómez" "53-65" "Artigos originais" "Metodologia qualitativa na demografia: uma proposta a partir da fecundidade"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Marília Patta Ramos, Silvio Cezar Arend" "67-86" "Artigos originais" "O impacto da reforma da previdência social rural brasileira nos arranjos familiares: uma análise para entender a composição dos domicílios dado o aumento da renda dos idosos"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Josivan Ribeiro Justino, Flávio Henrique Miranda de Araújo Freire, Paulo Sérgio Lucio" "87-100" "Artigos originais" "Estimação de sub-registros de óbitos em pequenas áreas com os métodos bayesiano empírico e algoritmo EM"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Weber Soares, Dimitri Fazito, Sergio Donizete Faria" "101-115" "Artigos originais" "Do método para estimar o tamanho médio das redes pessoais e o tamanho de populações difíceis de contar"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Gilberto Veras Caldeira, Giovanna Medeiros Rataichesck Fiates, Bethsáida de Abreu Soares Schmitz, Gabriela Dalsasso Ricardo, Francisco de Assis Guedes de Vasconcelos" "117-131" "Artigos originais" "Fatores comportamentais associados ao sobrepeso e à obesidade em escolares do Estado de Santa Catarina"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Letícia Casado Costa, Luiz Claudio Santos Thuler" "133-145" "Artigos originais" "Fatores associados ao risco para doenças não transmissíveis em adultos brasileiros: estudo transversal de base populacional"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Ada Ávila Assunção, Ana Flávia Machado, Tânia Maria de Araújo" "147-167" "Artigos originais" "Vulnerabilidades ocupacionais e percepção de saúde em trabalhadores do SUS"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Oswaldo Mário Serra Truzzi" "169-189" "Artigos originais" "Padrões de nupcialidade na economia cafeeira de São Paulo (1860-1930)"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Siân L. Curtis" "191-193" "Ponto de Vista" "Contraceptive use dynamics research needs post fertility transition"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Antônio Leite Alves Radicchi" "195-198" "Notas de pesquisa" "A poluição na bacia aérea da região metropolitana de Belo Horizonte e sua repercussão na saúde da população"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Douglas Cole Libby, Tarcísio R. Botelho, Cristiana Viegas de Andrade" "199-206" "Notas de pesquisa" "Família e demografia em Minas Gerais, séculos XVIII, XIX e XX"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Szilvia Simai, Rosana Baeninger" "207-208" "Resenha" "Imigração e contextos culturais"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Flávia da Fonseca Feitosa" "209-211" "Resenha" "População, ambiente e mudanças climáticas: reflexões sobre o desenvolvimento do Centro-Oeste brasileiro"
"https://rebep.org.br/revista/issue/view/50" "v. 29 n. 1 (2012)" "Maria Carolina Tomás" "213-216" "Resenha" "Single-parenting: a case of class division on ideas of marriage and motherhood"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Iuri da Costa Leite, Carla Jorge Machado" "223-224" "Editorial" "Editorial"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Bernardo Lanza Queiroz, Diana O. T. Sawyer" "225-238" "Artigos originais" "O que os dados de mortalidade do Censo de 2010 podem nos dizer?"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Tiago Henrique P. M. França, Eduardo Luis Gonçalves Rios-Neto" "239-257" "Artigos originais" "A escolarização das pessoas com deficiência no Brasil: atendimento, atraso e progressão no ensino fundamental segundo o Censo 2000"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Flavia Pereira Xavier, Jorge Alexandre Barbosa Neves" "259-275" "Artigos originais" "Estrutura social e transmissão intergeracional de status: uma análise hierárquica"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Letícia J. Marteleto, Flavio Carvalhaes, Celia Hubert" "277-302" "Artigos originais" "Desigualdades de oportunidades educacionais dos adolescentes no Brasil e no México"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Marco Túlio Aniceto França, Flávio de Oliveira Gonçalves" "303-322" "Artigos originais" "Sistemas públicos de ensino fundamental e a perpetuação da desigualdade: democracia e qualidade educacional como promotoras de justiça social"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Jeronimo Oliveira Muniz" "323-348" "Artigos originais" "Dinâmica demográfica da pobreza e da desigualdade de renda: o caso do Brasil"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Talianne Rodrigues Santos, Windsor Ramos da Silva Júnior, Inácia Sátiro Xavier de França, Alessandro Leite Cavalcanti, Maria das Graças Melo Fernandes" "349-359" "Artigos originais" "Perfil socioeconômico-demográfico do beneficiário do Instituto Nacional do Seguro Social aposentado por invalidez e suas causas, no Estado da Paraíba, no quinquênio 2007-2011"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Ana Cristina Ferreira, Madalena Ramos" "361-387" "Artigos originais" "Padrões de casamento dos imigrantes brasileiros residentes em Portugal"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Alessandra Sampaio Chacham, Mônica Bara Maia, Malco Braga Camargo" "389-407" "Artigos originais" "Autonomia, gênero e gravidez na adolescência: uma análise comparativa da experiência de adolescentes e mulheres jovens provenientes de camadas médias e populares em Belo Horizonte"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Rebeca de Souza e Silva, Solange Andreoni" "409-419" "Artigos originais" "Fatores associados ao aborto induzido entre jovens pobres na cidade de São Paulo, 2007"
"https://rebep.org.br/revista/issue/view/51" "v. 29 n. 2 (2012)" "Harley Silva, Alisson Flávio Barbieri, Roberto L. Monte-Mór" "421-449" "Artigos originais" "Demografia do consumo urbano: um estudo sobre a geração de resíduos sólidos domiciliares no município de Belo Horizonte"
